TAZ,origins_eet,destinations_eet,origins_mc,destinations_mc
2060.0,1551,390,1503,366
2061.0,142,1050,132,1061
2062.0,170,2673,157,2724
2063.0,225,848,220,854
2064.0,65,682,69,728
2065.0,8,2548,6,2610
2066.0,39,2501,48,2555
2067.0,79,2876,90,2882
2068.0,2,3,0,0
2069.0,2014,807,1919,758
2070.0,189,966,155,960
2071.0,527,942,569,926
2072.0,207,2800,220,2799
2073.0,1430,289,1376,236
2074.0,464,174,483,152
2075.0,9,87,4,79
2076.0,893,311,920,290
2077.0,2,4,0,5
2078.0,68,29,57,21
2079.0,252,125,239,91
2080.0,22,193,9,174
2081.0,1,12,0,7
2082.0,1,30,2,30
2083.0,671,3320,639,3178
2084.0,212,1655,257,1721
2085.0,4718,1169,4714,1139
2086.0,3,32,0,44
2087.0,2840,2124,2804,2246
2088.0,235,2130,228,2185
2089.0,3362,2197,3329,2207
2090.0,78,614,84,677
2091.0,111,2077,98,2032
2092.0,693,3232,693,3188
2093.0,167,754,195,830
2094.0,733,173,709,166
2095.0,1741,2742,1661,2661
2096.0,890,186,834,164
2097.0,2,3,2,6
2098.0,57,288,54,305
2099.0,46,31,49,31
2100.0,1682,448,1687,439
2101.0,225,2836,236,2744
2102.0,3106,1343,3210,1430
2103.0,589,143,628,149
2104.0,724,154,697,167
2105.0,2231,1124,2203,1158
2106.0,20,379,29,467
2107.0,325,353,335,390
2108.0,69,44,69,39
2109.0,23,9,24,13
2110.0,1208,1419,1180,1374
2112.0,700,438,726,469
2113.0,1116,1624,1140,1656
2114.0,1160,473,1194,490
2115.0,10,52,9,42
2116.0,470,2114,490,2087
2117.0,708,190,680,156
2118.0,270,7615,291,7640
2119.0,1564,317,1642,310
2120.0,1507,1191,1470,1086
2121.0,368,743,329,685
2122.0,2120,600,2185,566
2123.0,3439,2137,3275,2152
2124.0,552,839,558,855
2125.0,369,179,391,150
2126.0,850,411,765,376
2127.0,612,162,652,156
2128.0,59,1303,55,1308
2129.0,610,1545,680,1647
2130.0,660,319,665,346
2131.0,45,200,57,194
2132.0,300,79,304,67
2133.0,1261,3954,1185,3863
2134.0,4,44,1,38
2135.0,331,114,314,115
2136.0,1290,3012,1199,3063
2137.0,684,159,728,150
2139.0,1093,289,1123,305
2140.0,158,1035,165,1083
2141.0,91,136,93,152
2142.0,315,304,331,298
2143.0,3781,710,3812,761
2144.0,1227,1988,1232,1831
2145.0,739,1000,767,1075
2146.0,93,1624,128,1641
2147.0,40,184,46,195
2148.0,145,678,160,718
2149.0,46,151,47,147
2150.0,1620,638,1617,645
2151.0,457,1401,472,1407
2152.0,803,174,792,122
2153.0,159,4196,173,4257
2154.0,471,872,407,909
2155.0,744,488,784,487
2156.0,588,158,619,159
2157.0,509,3256,471,3033
2158.0,103,561,108,566
2159.0,1492,442,1519,461
2160.0,1195,455,1219,421
2161.0,576,3865,640,3949
2162.0,90,32,81,16
2163.0,1979,681,1956,689
2164.0,2822,4646,2852,4559
2165.0,4793,2535,4747,2526
2166.0,42,2,48,7
2167.0,87,635,86,656
2168.0,114,1010,123,1007
2169.0,1282,639,1259,603
2170.0,109,36,112,44
2171.0,125,946,134,1016
2172.0,95,31,79,27
2173.0,93,523,103,509
2174.0,82,1950,76,1897
2175.0,551,206,588,245
2176.0,945,1240,966,1268
2177.0,921,676,927,752
2178.0,533,992,522,995
2179.0,26,83,30,76
2180.0,63,21,73,17
2181.0,1407,2086,1388,2049
2182.0,2202,641,2146,643
2183.0,177,733,147,675
2184.0,1477,318,1464,326
2185.0,313,77,304,68
2186.0,2,30,1,26
2187.0,74,741,68,744
2188.0,2169,586,2183,587
2189.0,897,289,873,308
2190.0,567,2023,490,1993
2191.0,448,1090,445,1097
2192.0,515,1980,544,2048
2193.0,963,2943,939,2949
2194.0,1594,1659,1544,1667
2195.0,72,123,74,137
2196.0,2658,583,2676,540
2197.0,2,68,4,62
2198.0,95,8,106,11
2199.0,327,326,287,293
2200.0,119,424,89,420
2201.0,1120,964,1125,976
2202.0,1193,1919,1233,1997
2203.0,2138,718,2069,777
2204.0,1395,964,1286,877
2205.0,993,606,961,564
2206.0,2771,1270,2798,1264
2207.0,2335,1723,2405,1613
2208.0,2462,1246,2406,1273
2209.0,117,520,129,540
2210.0,1838,1355,1809,1237
2211.0,234,70,242,66
2212.0,22,2818,22,2826
2213.0,293,272,301,227
2214.0,458,126,431,135
2215.0,1218,929,1242,839
2216.0,47,19,58,29
2217.0,54,872,52,876
2218.0,271,69,258,62
2219.0,26,93,33,92
2220.0,1677,1423,1725,1388
2221.0,660,4118,631,4382
2222.0,120,31,124,33
2223.0,64,13,74,7
2224.0,1373,612,1334,532
2225.0,2665,841,2785,902
2226.0,849,208,833,237
2227.0,55,32,56,20
2228.0,755,177,802,192
2229.0,506,2534,509,2518
2230.0,5915,3488,5804,3531
2231.0,3501,1943,3568,1959
2232.0,223,1098,231,1112
2233.0,2012,606,1893,515
2234.0,2017,569,1955,582
2235.0,1311,4145,1299,4046
2236.0,274,1218,230,1218
2237.0,5144,1468,5067,1496
2238.0,1,594,2,603
2239.0,4489,2990,4383,2982
2240.0,1739,536,1636,533
2241.0,824,3546,855,3605
2242.0,1118,1674,1059,1544
2243.0,2,83,4,92
2244.0,2985,964,3040,969
2245.0,90,571,91,601
2246.0,2515,3620,2450,3518
2247.0,632,1025,614,1052
2248.0,128,38,119,26
2249.0,2212,546,2228,543
2250.0,878,388,873,455
2251.0,1073,601,1023,603
2252.0,1528,579,1508,537
2253.0,864,231,891,236
2254.0,395,106,361,98
2255.0,101,614,79,592
2256.0,1408,1061,1363,1043
2257.0,6476,2488,6534,2499
2258.0,871,5988,858,5818
2259.0,1456,312,1445,262
2260.0,2170,1668,2206,1748
2261.0,1355,834,1387,820
2262.0,694,238,673,257
2263.0,1697,1853,1713,1931
2264.0,941,5364,927,5216
2265.0,2966,1981,2927,2065
2266.0,117,60,108,49
2267.0,2020,373,2023,427
2268.0,203,392,225,445
2269.0,599,4624,612,4676
2270.0,1554,925,1450,885
2271.0,1995,1759,1957,1761
2272.0,1525,1170,1495,1174
2273.0,1392,513,1409,522
2274.0,2822,589,2857,627
2275.0,1522,388,1556,458
2276.0,1693,403,1750,439
2277.0,718,1869,673,1847
2278.0,28,2317,22,2209
2279.0,322,85,338,88
2280.0,1867,389,1780,376
2281.0,1382,292,1364,290
2282.0,994,400,992,336
2283.0,1119,364,1102,377
2284.0,1814,581,1798,629
2285.0,639,757,637,750
2286.0,2824,2236,2786,2353
2287.0,889,470,837,494
2288.0,914,2564,825,2473
2289.0,225,1451,211,1429
2290.0,1353,365,1384,371
2291.0,838,215,786,219
2292.0,831,620,762,590
2293.0,1077,323,1007,346
2294.0,2604,822,2655,847
2295.0,1225,445,1200,392
2296.0,2531,453,2522,480
2297.0,2586,623,2638,632
2298.0,718,309,705,287
2299.0,999,233,985,214
2300.0,3423,1655,3486,1648
2301.0,1417,386,1404,432
2302.0,743,373,768,381
2303.0,45,553,45,536
2304.0,2922,839,2903,831
2305.0,1315,320,1279,308
2306.0,2754,889,2719,824
2307.0,671,496,691,508
2308.0,1762,2765,1715,2620
2309.0,832,1555,846,1570
2310.0,1145,309,1142,285
2311.0,204,637,221,625
2312.0,733,3654,702,3502
2313.0,791,1461,781,1509
2314.0,2978,1164,3065,1243
2315.0,1102,4806,1043,4748
2316.0,12,116,13,125
2317.0,308,1227,312,1240
2318.0,1772,467,1717,501
2319.0,51,13,46,9
2320.0,1670,459,1570,460
2321.0,476,74,498,75
2322.0,575,2297,626,2368
2323.0,781,182,794,188
2324.0,310,1769,308,1828
2325.0,1647,660,1607,676
2326.0,1798,1563,1728,1518
2327.0,857,2448,852,2496
2328.0,325,48,316,49
2329.0,695,228,693,217
2330.0,1561,1226,1587,1258
2331.0,1320,1392,1305,1335
2332.0,589,5467,589,5355
2333.0,2798,749,2738,708
2334.0,899,4904,910,4893
2335.0,1004,283,952,277
2336.0,73,62,80,69
2337.0,3519,1214,3540,1230
2338.0,1050,1634,1075,1717
2339.0,2537,1581,2479,1606
2340.0,146,333,147,325
2341.0,1139,316,1142,266
2342.0,129,6702,134,6487
2343.0,108,25,122,22
2344.0,765,470,746,435
2345.0,1673,748,1645,763
2346.0,1148,421,1094,405
2347.0,5,33,13,49
2348.0,1117,903,1155,911
2349.0,1061,848,962,842
2350.0,480,251,508,298
2351.0,866,538,845,561
2352.0,1134,246,1221,268
2353.0,1038,444,1007,459
2354.0,893,245,943,276
2355.0,963,293,931,319
2356.0,168,2409,161,2354
2357.0,1250,484,1258,445
2358.0,1675,1067,1634,1053
2359.0,1718,630,1774,600
2360.0,1045,4009,1014,3914
2361.0,913,9172,924,9253
2362.0,698,2485,647,2418
2363.0,2426,538,2525,554
2364.0,325,2446,314,2494
2365.0,0,27,0,29
2366.0,60,89,47,84
2367.0,733,1186,726,1222
2368.0,693,158,734,158
2369.0,135,70,169,62
2370.0,1223,2066,1174,2041
2371.0,246,644,232,635
2372.0,5558,6631,5518,6421
2373.0,2393,678,2366,668
2374.0,1127,859,1088,781
2375.0,7709,10059,7836,9989
2376.0,95,18,86,10
2377.0,194,48,199,47
2378.0,811,1730,801,1691
2379.0,2037,469,2055,445
2380.0,65,13,67,11
2382.0,251,59,233,62
2383.0,3624,2431,3590,2400
2384.0,6695,3832,6841,3752
2385.0,79,22,77,21
2386.0,2028,1228,2085,1252
2387.0,362,652,352,601
2388.0,868,215,888,182
2389.0,1865,1843,1840,1815
2390.0,389,261,398,253
2391.0,2136,879,2112,852
2392.0,683,258,663,228
2393.0,8,3807,7,3740
2394.0,1369,436,1382,443
2395.0,2474,1236,2460,1242
2396.0,849,592,882,546
2397.0,13,2957,12,3052
2398.0,732,2795,697,2692
2399.0,662,1142,675,1099
2400.0,1362,1210,1307,1188
2401.0,108,2746,124,2740
2402.0,663,130,686,111
2404.0,1247,293,1306,315
2405.0,2259,3675,2316,3443
2406.0,977,252,990,290
2407.0,595,147,613,154
2408.0,1486,475,1493,489
2409.0,1138,3275,1142,3279
2410.0,1905,442,1963,442
2411.0,1605,544,1608,544
2412.0,294,80,321,65
2413.0,412,243,377,223
2414.0,729,1008,729,1002
2415.0,732,187,732,171
2416.0,2372,1113,2310,1087
2417.0,1997,632,1919,630
2418.0,1260,277,1229,254
2419.0,484,1829,441,1848
2420.0,2035,9500,1978,9429
2421.0,16,155,17,140
2422.0,1027,1533,1075,1472
2423.0,428,1862,439,1891
2424.0,383,83,382,102
2425.0,2,145,6,115
2426.0,651,135,669,165
2427.0,1036,1415,1020,1383
2428.0,389,1835,376,1927
2429.0,1233,5622,1320,5636
2430.0,2895,2034,2918,2013
2432.0,1341,6664,1303,6573
2433.0,801,199,801,200
2434.0,217,70,213,62
2435.0,307,345,295,331
2436.0,1293,6721,1227,6606
2437.0,970,4251,903,4065
2438.0,103,2654,118,2632
2439.0,3673,1067,3754,1113
2440.0,238,133,250,147
2441.0,486,2581,473,2591
2442.0,121,492,124,551
2443.0,1560,411,1561,428
2444.0,151,981,159,1047
2445.0,1316,1976,1256,1959
2446.0,4598,3080,4689,3163
2447.0,175,47,175,70
2448.0,1051,259,981,259
2449.0,513,301,486,235
2450.0,654,206,607,222
2451.0,232,5768,227,5829
2452.0,530,161,536,118
2453.0,613,2639,645,2721
2454.0,2796,1113,2803,1051
2455.0,1358,335,1309,304
2456.0,625,4746,575,4632
2457.0,1197,1844,1152,1831
2458.0,788,115,779,105
2459.0,621,2346,634,2311
2460.0,258,2699,285,2664
2461.0,3782,553,3720,604
2462.0,256,303,272,309
2463.0,1507,261,1472,232
2464.0,192,913,201,934
2465.0,1260,1233,1284,1330
2466.0,899,147,920,138
2467.0,2761,1078,2780,1105
2468.0,250,1291,254,1323
2469.0,1536,623,1550,496
2470.0,2103,1513,2010,1491
2471.0,1337,858,1300,901
2472.0,1698,1803,1768,1932
2473.0,3085,702,3128,710
2474.0,87,543,115,569
2475.0,38,38,37,23
2476.0,2614,1483,2589,1430
2477.0,4137,1421,4195,1427
2478.0,92,15,74,15
2479.0,2460,1584,2483,1637
2480.0,2493,846,2502,862
2481.0,903,5547,918,5598
2482.0,1029,383,1032,387
2483.0,133,832,122,814
2484.0,1323,383,1255,353
2485.0,5,27,9,42
2486.0,1516,3221,1455,3216
2487.0,2795,738,2883,791
2488.0,1892,2257,1928,2391
2489.0,160,970,132,948
2490.0,485,145,450,126
2491.0,410,103,394,108
2492.0,697,100,671,106
2493.0,146,38,163,41
2494.0,6034,2621,5938,2579
2495.0,935,465,907,487
2496.0,201,1096,236,1093
2497.0,875,399,885,452
2498.0,484,96,502,75
2499.0,1947,1365,1983,1320
2500.0,1003,302,1000,328
2501.0,164,800,204,870
2502.0,430,950,390,898
2503.0,1135,384,1204,358
2504.0,1633,251,1632,274
2505.0,2027,732,2078,688
2506.0,766,195,709,164
2507.0,47,9,52,16
2508.0,450,3812,453,3853
2509.0,1023,157,989,168
2511.0,1385,481,1315,471
2513.0,1801,486,1829,511
2514.0,196,5007,185,5128
2515.0,616,88,633,85
2516.0,501,77,468,60
2517.0,1585,413,1589,420
2518.0,394,808,391,762
2519.0,1972,1540,1964,1388
2520.0,2554,587,2525,585
2521.0,59,240,59,218
2522.0,61,445,74,439
2523.0,1,6,2,4
2524.0,1747,1030,1822,1016
2525.0,305,1321,274,1215
2526.0,3197,857,3128,919
2527.0,271,857,273,831
2529.0,63,291,62,280
2530.0,3927,1724,3951,1723
2531.0,119,696,132,642
2532.0,1413,591,1406,537
2533.0,349,686,374,728
2534.0,84,464,101,442
2535.0,3635,4440,3689,4472
2536.0,1564,532,1532,480
2537.0,528,2390,573,2435
2538.0,3259,1460,3261,1556
2539.0,642,3827,658,3743
2540.0,2906,1486,2879,1524
2541.0,2151,1632,2060,1687
2542.0,98,381,90,371
2543.0,1008,2660,941,2573
2544.0,1977,1591,1873,1523
2545.0,3758,1414,3751,1382
2546.0,2623,564,2667,572
2547.0,1090,1102,1065,1104
2548.0,1588,433,1587,421
2549.0,6,2226,10,2141
2550.0,2799,5378,2786,5402
2551.0,289,107,277,100
2552.0,124,136,128,129
2553.0,438,2429,461,2450
2554.0,982,1348,990,1260
2555.0,3175,6434,3139,6476
2556.0,974,1217,1001,1184
2557.0,126,375,111,384
2559.0,1418,560,1478,536
2560.0,1983,801,1912,776
2561.0,19,7,12,11
2562.0,1028,425,1041,439
2563.0,923,1183,915,1088
2564.0,1081,871,1061,812
2565.0,638,194,615,174
2566.0,2608,530,2577,601
2567.0,67,1208,60,1210
2568.0,494,267,493,237
2569.0,1862,776,1846,863
2570.0,193,401,220,423
2571.0,1879,384,1899,370
2572.0,2347,1772,2447,1701
2573.0,8727,4287,8734,4353
2574.0,324,333,273,357
2575.0,2775,1013,2734,1027
2576.0,713,194,683,232
2577.0,164,85,161,98
2578.0,108,695,130,739
2579.0,385,64,387,97
2580.0,107,17,104,14
2581.0,3034,2535,2979,2522
2582.0,781,185,781,180
2583.0,181,74,206,77
2584.0,1691,529,1708,554
2585.0,2,83,2,85
2586.0,194,45,189,44
2587.0,2449,2814,2466,2722
2588.0,6399,2176,6492,2145
2589.0,463,1686,510,1728
2590.0,460,705,419,660
2591.0,689,248,663,252
2592.0,1198,1632,1212,1627
2593.0,14,1487,11,1620
2594.0,6353,2311,6570,2397
2595.0,130,35,140,57
2596.0,569,166,569,166
2597.0,232,1230,237,1232
2598.0,23,174,21,192
2599.0,2077,457,2112,466
2600.0,848,253,814,250
2601.0,1747,2242,1762,2264
2602.0,704,1381,702,1347
2603.0,426,83,443,108
2605.0,1212,593,1166,590
2606.0,1142,289,1149,271
2607.0,1577,602,1529,671
2608.0,646,219,637,269
2610.0,3,12,3,7
2611.0,633,173,628,178
2612.0,1572,1520,1602,1485
2613.0,1681,370,1681,387
2614.0,269,1136,283,1138
2615.0,1816,778,1809,774
2616.0,3436,2097,3348,2155
2617.0,616,752,614,857
2618.0,64,557,73,519
2619.0,907,281,890,281
2620.0,738,1625,730,1538
2621.0,1175,225,1227,259
2622.0,200,2668,223,2805
2623.0,198,968,197,1021
2624.0,53,599,45,587
2625.0,56,3084,71,3249
2626.0,1263,1177,1355,1271
2627.0,1089,443,1094,440
2628.0,1283,402,1227,417
2629.0,111,18,106,31
2630.0,739,230,697,203
2631.0,1739,1364,1708,1404
2632.0,973,136,934,133
2633.0,861,2308,932,2341
2634.0,256,112,327,104
2635.0,1990,2771,2083,2730
2636.0,540,93,561,90
2637.0,3514,1813,3599,1926
2638.0,4471,1729,4568,1767
2639.0,287,1592,296,1596
2640.0,1984,2088,2005,2151
2641.0,903,416,926,412
2642.0,739,529,691,509
2643.0,321,63,325,75
2644.0,113,698,125,680
2645.0,2154,1256,2180,1242
2646.0,234,930,197,917
2647.0,948,234,969,271
2648.0,1098,222,1077,247
2649.0,3019,1367,2998,1308
2650.0,1648,3419,1649,3587
2651.0,30,137,33,145
2652.0,592,199,583,196
2653.0,747,297,734,273
2654.0,633,134,640,140
2655.0,464,751,470,788
2656.0,58,1414,67,1428
2657.0,109,33,100,27
2658.0,474,149,466,155
2659.0,421,109,416,127
2660.0,116,591,84,560
2661.0,543,350,510,355
2662.0,1545,442,1506,448
2663.0,3563,875,3668,904
2664.0,77,528,92,505
2665.0,88,2394,106,2356
2666.0,578,1279,608,1316
2667.0,827,270,857,253
2668.0,70,261,62,188
2669.0,1287,343,1271,366
2670.0,1415,3206,1388,3226
2671.0,613,438,600,412
2672.0,427,138,433,135
2673.0,310,1431,327,1413
2674.0,3609,548,3603,530
2675.0,1277,1905,1281,1847
2676.0,688,301,668,271
2677.0,826,3541,808,3470
2678.0,159,708,167,716
2679.0,0,39,0,35
2680.0,1965,432,2020,409
2681.0,265,106,254,107
2682.0,3520,1262,3442,1299
2683.0,1139,151,1077,143
2684.0,493,457,472,459
2685.0,40,1092,49,1100
2686.0,2583,1723,2587,1795
2687.0,484,1437,481,1409
2688.0,2785,541,2844,645
2689.0,125,3006,134,2954
2690.0,108,1121,83,986
2691.0,230,4731,259,4651
2692.0,255,1584,265,1642
2693.0,8,149,16,147
2694.0,1148,340,1187,324
2695.0,1404,1121,1380,1089
2696.0,1943,317,1939,306
2697.0,1468,403,1481,410
2698.0,283,66,261,67
2699.0,1488,368,1436,318
2700.0,499,836,458,803
2701.0,1685,374,1691,388
2702.0,548,195,594,218
2703.0,3262,7055,3227,7106
2704.0,648,4089,614,3975
2705.0,9,1416,15,1418
2706.0,15,147,10,140
2707.0,93,1979,90,1936
2708.0,320,605,327,533
2710.0,1388,1213,1487,1382
2711.0,1470,801,1494,738
2712.0,21,62,18,60
2713.0,1441,2415,1460,2475
2714.0,2063,611,2066,652
2715.0,771,181,790,240
2716.0,551,1076,575,1064
2718.0,218,459,227,465
2719.0,45,38,47,24
2720.0,794,302,828,275
2721.0,856,3294,848,3390
2722.0,2807,948,2696,972
2723.0,2919,913,2948,936
2724.0,1952,820,1882,827
2725.0,1817,678,1802,767
2726.0,3111,1047,3138,1100
2727.0,967,213,952,239
2728.0,318,580,317,566
2729.0,235,123,209,102
2730.0,2071,474,2056,525
2731.0,459,139,429,109
2732.0,944,446,913,437
2733.0,161,3096,169,3050
2734.0,224,1807,241,1811
2735.0,2710,617,2589,558
2736.0,1712,893,1751,890
2737.0,881,1086,861,1025
2738.0,951,267,965,235
2739.0,674,171,647,177
2740.0,1492,1572,1466,1557
2741.0,659,187,633,177
2742.0,3551,1859,3709,1748
2743.0,959,639,977,637
2744.0,1411,2776,1356,2759
2745.0,196,62,177,51
2746.0,7,248,16,287
2747.0,1131,2373,1162,2583
2748.0,7,2828,12,2622
2749.0,1372,2750,1454,2817
2750.0,701,145,697,165
2751.0,271,1339,269,1300
2752.0,254,93,272,92
2753.0,369,82,363,74
2754.0,765,3768,748,3740
2755.0,4384,1115,4377,1009
2757.0,1962,4130,1995,4300
2758.0,1507,291,1539,277
2759.0,2524,566,2437,572
2760.0,0,10,0,10
2761.0,2190,824,2158,817
2762.0,2587,3075,2626,3035
2763.0,699,1618,626,1619
2764.0,2009,3683,1956,3720
2765.0,1922,2757,1849,2691
2766.0,2647,1736,2614,1790
2767.0,2589,1060,2593,1057
2768.0,2274,1926,2360,1964
2769.0,1510,2445,1554,2366
2770.0,1159,365,1174,350
2771.0,268,1290,228,1187
2772.0,98,2858,105,2883
2773.0,2189,2114,2217,2035
2774.0,573,1134,578,1124
2775.0,1461,645,1491,609
2776.0,4047,3473,4161,3349
2777.0,159,1613,130,1605
2778.0,37,396,42,452
2779.0,1487,684,1470,619
2780.0,583,1471,604,1521
2781.0,25,461,11,421
2782.0,174,1085,174,1144
2783.0,1149,235,1140,253
2784.0,1308,428,1300,434
2785.0,1308,533,1290,515
2786.0,220,275,241,310
2787.0,0,137,0,132
2788.0,1178,1152,1188,1103
2789.0,1397,409,1475,445
2790.0,546,4046,558,4172
2791.0,483,883,446,857
2792.0,1658,457,1727,433
2794.0,427,236,420,210
2795.0,1341,317,1284,339
2796.0,135,59,150,42
2797.0,362,443,354,403
2798.0,230,5232,185,5241
2799.0,991,272,985,242
2800.0,953,374,993,422
2801.0,1941,514,1909,469
2802.0,1462,5167,1400,5191
2803.0,10,5,10,2
2804.0,69,127,77,117
2805.0,333,70,336,55
2806.0,1301,394,1265,384
2807.0,539,352,528,349
2808.0,234,53,233,45
2809.0,68,526,63,586
2810.0,537,140,535,155
2811.0,101,1219,109,1205
2812.0,1933,602,2013,560
2813.0,1346,4012,1405,3983
2814.0,684,186,757,181
2815.0,1045,280,1066,287
2816.0,141,287,148,270
2817.0,33,531,33,554
2818.0,1507,560,1447,493
2819.0,81,39,70,44
2820.0,1436,551,1370,568
2821.0,774,229,770,211
2822.0,1511,563,1548,542
2823.0,7,146,12,114
2824.0,156,43,156,69
2825.0,2137,545,2140,582
2826.0,921,1369,919,1375
2827.0,360,114,384,108
2828.0,2354,1157,2353,1206
2829.0,641,102,685,117
2830.0,76,531,90,574
2831.0,1094,524,1149,498
2832.0,1023,3348,1029,3276
2833.0,181,40,176,28
2834.0,1458,1717,1422,1649
2835.0,101,119,81,106
2836.0,265,68,259,75
2837.0,46,230,50,216
2838.0,368,1704,376,1733
2839.0,1067,4369,1052,4311
2840.0,1691,570,1615,537
2841.0,674,261,638,203
2842.0,2006,531,1987,519
2843.0,3880,1218,3890,1131
2844.0,132,184,145,208
2845.0,50,1832,68,1807
2846.0,831,190,786,202
2847.0,338,1467,312,1460
2848.0,901,1836,961,1870
2849.0,1468,350,1454,339
2850.0,767,140,723,140
2851.0,718,128,766,118
2852.0,909,1000,952,993
2853.0,128,3560,141,3560
2854.0,1098,223,1131,211
2855.0,1597,314,1530,298
2856.0,1113,241,1037,245
2857.0,950,215,974,260
2858.0,886,4856,897,4852
2859.0,100,2384,108,2331
2860.0,844,204,894,225
2861.0,709,2545,737,2470
2862.0,3780,1434,3860,1407
2863.0,4478,1740,4532,1707
2864.0,93,917,89,929
2865.0,1326,1004,1326,947
2866.0,81,613,71,584
2867.0,359,615,387,606
2868.0,120,2030,105,2014
2869.0,185,205,198,197
2870.0,390,123,398,118
2871.0,6277,3053,6329,3098
2872.0,795,368,833,384
2873.0,171,83,184,88
2874.0,1511,673,1523,711
2875.0,541,172,497,151
2876.0,1032,279,1074,260
2877.0,1739,632,1762,651
2878.0,1880,967,1932,970
2879.0,38,654,33,640
2880.0,2602,4396,2525,4296
2881.0,530,254,557,250
2882.0,669,378,646,350
2883.0,1154,298,1166,316
2884.0,1347,1901,1336,1924
2885.0,5669,3014,5722,2941
2886.0,334,75,351,75
2887.0,368,1486,369,1557
2888.0,1781,819,1769,855
2889.0,1124,1206,1136,1216
2890.0,679,198,715,188
2891.0,1642,1250,1721,1275
2892.0,330,313,301,308
2893.0,1890,3636,1859,3708
2894.0,374,171,389,164
2895.0,0,285,0,265
2896.0,1750,1394,1744,1392
2897.0,2905,1964,2832,1960
2898.0,913,466,910,431
2899.0,344,46,357,55
2900.0,1457,1255,1485,1328
2901.0,522,1359,512,1365
2902.0,14,169,27,189
2903.0,3707,1396,3716,1397
2904.0,4131,1387,4296,1366
2905.0,1371,580,1394,582
2906.0,374,1539,413,1487
2907.0,1506,1231,1440,1252
2908.0,565,2163,575,2167
2909.0,95,457,94,465
2910.0,551,320,533,309
2911.0,1715,727,1700,703
2912.0,1094,3485,1048,3408
2913.0,346,1705,356,1738
2914.0,646,131,623,111
2915.0,989,413,920,356
2916.0,1639,1049,1709,1156
2917.0,1392,339,1446,329
2918.0,666,893,656,931
2919.0,34,2587,24,2719
2920.0,292,2466,336,2474
2921.0,768,1712,783,1679
2922.0,730,705,705,673
2923.0,891,348,871,333
2924.0,40,1481,48,1403
2925.0,71,374,56,350
2926.0,3208,754,3154,757
2927.0,77,1985,86,1964
2928.0,15,9,13,5
2929.0,687,365,684,371
2930.0,413,82,391,76
2931.0,1235,1701,1211,1586
2932.0,1417,969,1366,1139
2933.0,3,13,4,21
2934.0,301,98,306,103
2935.0,315,85,351,103
2936.0,2287,1229,2231,1223
2937.0,70,1821,64,1730
2938.0,300,269,336,252
2939.0,712,171,728,160
2940.0,68,708,64,727
2941.0,230,51,221,33
2942.0,67,510,84,487
2943.0,922,187,827,181
2944.0,2403,744,2482,715
2945.0,1577,589,1544,627
2946.0,1718,266,1853,253
2947.0,326,8388,300,8205
2948.0,1148,318,1139,314
2949.0,2514,2225,2512,2266
2950.0,136,2043,119,1985
2951.0,978,626,968,622
2952.0,2391,1676,2439,1720
2953.0,515,427,498,487
2954.0,863,258,915,241
2955.0,46,445,53,514
2956.0,1417,865,1441,814
2957.0,772,1059,803,1080
2958.0,1022,744,1006,736
2959.0,439,1277,460,1234
2960.0,1634,860,1535,840
2961.0,875,340,909,373
2962.0,748,398,779,443
2963.0,1386,277,1422,253
2964.0,1295,273,1299,314
2965.0,1224,1038,1224,1117
2966.0,624,137,562,132
2967.0,505,426,526,450
2968.0,1204,309,1289,311
2969.0,817,4390,900,4445
2970.0,580,390,565,405
2971.0,1577,1390,1633,1342
2972.0,1696,565,1638,617
2973.0,148,32,150,26
2974.0,3059,953,3201,1003
2975.0,495,162,526,197
2976.0,904,2381,929,2357
2977.0,161,614,145,665
2978.0,614,432,644,381
2979.0,3785,3036,3747,3122
2980.0,471,3431,488,3475
2981.0,514,183,558,150
2982.0,1608,775,1614,750
2983.0,803,309,762,298
2984.0,144,125,144,120
2985.0,377,85,349,72
2986.0,10,79,22,83
2987.0,251,863,249,853
2988.0,306,708,346,726
2989.0,613,102,629,121
2990.0,1434,1056,1420,932
2991.0,3255,2154,3236,2103
2992.0,96,352,120,375
2993.0,2605,2564,2497,2535
2994.0,671,1871,627,1862
2995.0,1686,369,1685,376
2996.0,1366,392,1344,399
2997.0,2600,724,2538,664
2998.0,2393,598,2402,590
2999.0,51,446,63,505
3000.0,620,435,617,508
3001.0,411,3508,400,3768
3002.0,3234,1070,3264,1113
3003.0,152,4711,154,4749
3004.0,157,1561,137,1480
3005.0,736,184,726,190
3006.0,974,908,961,952
3007.0,242,1120,262,1107
3008.0,78,1703,78,1629
3009.0,511,110,547,124
3010.0,1206,424,1164,416
3011.0,3021,5327,3055,5342
3012.0,1324,1217,1344,1207
3013.0,83,1460,82,1468
3014.0,112,3186,129,3231
3015.0,1546,2164,1510,2148
3016.0,1430,858,1484,857
3017.0,977,199,1024,195
3018.0,751,231,748,214
3019.0,1975,545,1950,541
3020.0,1182,691,1134,629
3021.0,3771,2071,3705,2147
3022.0,383,77,314,76
3023.0,72,2350,75,2381
3024.0,2049,1157,2041,1131
3025.0,965,1820,971,1926
3026.0,193,1541,202,1511
3027.0,1728,614,1651,611
3028.0,104,415,101,442
3029.0,830,192,781,168
3030.0,55,257,59,222
3031.0,245,49,259,57
3032.0,480,108,478,137
3033.0,107,904,114,1266
